ACCESS-CM2,r1i1p1f1,1880,2014
ACCESS-CM2,r2i1p1f1,1880,2014
ACCESS-CM2,r3i1p1f1,1880,2014
ACCESS-ESM1-5,r10i1p1f1,1880,2014
ACCESS-ESM1-5,r11i1p1f1,1880,2014
ACCESS-ESM1-5,r12i1p1f1,1880,2014
ACCESS-ESM1-5,r13i1p1f1,1880,2014
ACCESS-ESM1-5,r14i1p1f1,1880,2014
ACCESS-ESM1-5,r15i1p1f1,1880,2014
ACCESS-ESM1-5,r16i1p1f1,1880,2014
ACCESS-ESM1-5,r17i1p1f1,1880,2014
ACCESS-ESM1-5,r18i1p1f1,1880,2014
ACCESS-ESM1-5,r19i1p1f1,1880,2014
ACCESS-ESM1-5,r1i1p1f1,1880,2014
ACCESS-ESM1-5,r20i1p1f1,1880,2014
ACCESS-ESM1-5,r21i1p1f1,1880,2014
ACCESS-ESM1-5,r22i1p1f1,1880,2014
ACCESS-ESM1-5,r23i1p1f1,1880,2014
ACCESS-ESM1-5,r24i1p1f1,1880,2014
ACCESS-ESM1-5,r25i1p1f1,1880,2014
ACCESS-ESM1-5,r26i1p1f1,1880,2014
ACCESS-ESM1-5,r27i1p1f1,1880,2014
ACCESS-ESM1-5,r28i1p1f1,1880,2014
ACCESS-ESM1-5,r29i1p1f1,1880,2014
ACCESS-ESM1-5,r2i1p1f1,1880,2014
ACCESS-ESM1-5,r30i1p1f1,1880,2014
ACCESS-ESM1-5,r3i1p1f1,1880,2014
ACCESS-ESM1-5,r4i1p1f1,1880,2014
ACCESS-ESM1-5,r5i1p1f1,1880,2014
ACCESS-ESM1-5,r6i1p1f1,1880,2014
ACCESS-ESM1-5,r7i1p1f1,1880,2014
ACCESS-ESM1-5,r8i1p1f1,1880,2014
ACCESS-ESM1-5,r9i1p1f1,1880,2014
AWI-CM-1-1-MR,r1i1p1f1,1880,2014
AWI-CM-1-1-MR,r2i1p1f1,1880,2014
AWI-CM-1-1-MR,r3i1p1f1,1880,2014
AWI-CM-1-1-MR,r4i1p1f1,1880,2014
AWI-CM-1-1-MR,r5i1p1f1,1880,2014
AWI-ESM-1-1-LR,r1i1p1f1,1880,2014
BCC-CSM2-MR,r1i1p1f1,1880,2014
BCC-CSM2-MR,r2i1p1f1,1880,2014
BCC-CSM2-MR,r3i1p1f1,1880,2014
BCC-ESM1,r1i1p1f1,1880,2014
BCC-ESM1,r2i1p1f1,1880,2014
BCC-ESM1,r3i1p1f1,1880,2014
CAMS-CSM1-0,r1i1p1f1,1880,2014
CAMS-CSM1-0,r2i1p1f1,1880,2014
CanESM5-CanOE,r1i1p2f1,1880,2014
CanESM5-CanOE,r2i1p2f1,1880,2014
CanESM5-CanOE,r3i1p2f1,1880,2014
CanESM5,r1i1p1f1,1880,2014
CanESM5,r2i1p1f1,1880,2014
CanESM5,r3i1p1f1,1880,2014
CAS-ESM2-0,r1i1p1f1,1880,2014
CAS-ESM2-0,r2i1p1f1,1880,2014
CAS-ESM2-0,r3i1p1f1,1880,2014
CAS-ESM2-0,r4i1p1f1,1880,2014
CESM2-FV2,r1i1p1f1,1880,2014
CESM2-FV2,r2i1p1f1,1880,2014
CESM2-FV2,r3i1p1f1,1880,2014
CESM2-WACCM-FV2,r1i1p1f1,1880,2014
CESM2-WACCM-FV2,r2i1p1f1,1880,2014
CESM2-WACCM-FV2,r3i1p1f1,1880,2014
CESM2,r10i1p1f1,1880,2014
CESM2,r11i1p1f1,1880,2014
CESM2,r1i1p1f1,1880,2014
CESM2,r2i1p1f1,1880,2014
CESM2,r3i1p1f1,1880,2014
CESM2,r4i1p1f1,1880,2014
CESM2,r5i1p1f1,1880,2014
CESM2,r6i1p1f1,1880,2014
CESM2,r7i1p1f1,1880,2014
CESM2,r8i1p1f1,1880,2014
CESM2,r9i1p1f1,1880,2014
CIESM,r1i1p1f1,1880,2014
CIESM,r2i1p1f1,1880,2014
CIESM,r3i1p1f1,1880,2014
CMCC-CM2-HR4,r1i1p1f1,1880,2014
CMCC-CM2-SR5,r1i1p1f1,1880,2014
CMCC-ESM2,r1i1p1f1,1880,2014
CNRM-CM6-1-HR,r1i1p1f2,1880,2014
CNRM-CM6-1,r1i1p1f2,1880,2014
CNRM-CM6-1,r2i1p1f2,1880,2014
CNRM-CM6-1,r3i1p1f2,1880,2014
CNRM-ESM2-1,r1i1p1f2,1880,2014
CNRM-ESM2-1,r2i1p1f2,1880,2014
CNRM-ESM2-1,r3i1p1f2,1880,2014
CNRM-ESM2-1,r4i1p1f2,1880,2014
CNRM-ESM2-1,r5i1p1f2,1880,2014
E3SM-1-0,r1i1p1f1,1880,2014
E3SM-1-0,r2i1p1f1,1880,2014
E3SM-1-0,r3i1p1f1,1880,2014
E3SM-1-0,r4i1p1f1,1880,2014
E3SM-1-0,r5i1p1f1,1880,2014
E3SM-1-1-ECA,r1i1p1f1,1880,2014
E3SM-1-1,r1i1p1f1,1880,2014
EC-EARTH3-AerChem,r4i1p1f1,1880,2014
EC-Earth3-CC,r1i1p1f1,1880,2014
EC-Earth3-Veg-LR,r1i1p1f1,1880,2014
EC-Earth3-Veg-LR,r2i1p1f1,1880,2014
EC-Earth3-Veg-LR,r3i1p1f1,1880,2014
EC-Earth3-Veg,r1i1p1f1,1880,2014
EC-Earth3-Veg,r2i1p1f1,1880,2014
EC-Earth3-Veg,r3i1p1f1,1880,2014
EC-Earth3-Veg,r5i1p1f1,1880,2014
EC-Earth3,r10i1p1f1,1880,2014
EC-Earth3,r12i1p1f1,1880,2014
EC-Earth3,r16i1p1f1,1880,2014
EC-Earth3,r17i1p1f1,1880,2014
EC-Earth3,r18i1p1f1,1880,2014
EC-Earth3,r1i1p1f1,1880,2014
EC-Earth3,r20i1p1f1,1880,2014
EC-Earth3,r21i1p1f1,1880,2014
EC-Earth3,r22i1p1f1,1880,2014
EC-Earth3,r23i1p1f1,1880,2014
EC-Earth3,r24i1p1f1,1880,2014
EC-Earth3,r25i1p1f1,1880,2014
EC-Earth3,r3i1p1f1,1880,2014
EC-Earth3,r4i1p1f1,1880,2014
